chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr13,chr14
,,70.456405,60.030956,58.182593,53.5861,42.132037,41.313477,47.646003,39.387869,50.090075,36.372322,41.234036,38.125187
,,73.10764,60.414619,58.033617,54.927903,39.847376,41.313477,48.047711,40.724004,50.411454,36.458415,42.290357,36.050671
,,75.256537,61.853354,57.939974,55.415831,39.710687,39.209918,48.334645,41.976631,49.286627,37.98461,42.818517,35.272728
,,77.265894,62.386219,57.737082,56.087254,38.85638,37.386834,47.952066,42.591557,46.394216,39.510806,42.290357,35.013413
,,78.754307,62.352309,57.026961,55.00349,36.293458,36.665613,45.776149,42.079119,44.465941,39.941271,40.811508,34.494784
,,78.103126,62.265113,54.541537,53.438053,34.584844,37.26663,43.868037,41.918067,44.94801,40.097804,40.036873,34.23547
,,76.800765,62.177917,52.292819,53.438053,33.217953,38.869342,44.135842,42.132803,46.983411,40.254337,40.529823,34.23547
,,76.800765,62.33051,49.925748,53.206136,33.413223,39.149816,44.805355,41.488595,48.697432,38.915111,41.163615,33.976155
,,75.62864,61.397997,47.14444,53.496032,35.112074,38.308393,45.207063,40.200178,49.125937,38.14984,41.304458,34.624441
,,74.456515,61.184851,45.546667,55.177427,35.932208,37.361791,45.207063,39.180182,48.429616,37.985853,40.408186,35.791357
,,74.456515,61.904218,44.836546,56.105093,37.2991,37.256613,44.805355,39.01913,47.947548,37.247912,39.371071,36.050671
,,,61.904218,45.546667,56.916801,39.896193,36.976139,43.466329,38.48229,47.947548,37.592284,39.371071,36.309986
,,,61.34471,47.677031,58.482238,42.493287,35.974444,41.266501,37.730714,47.947548,38.09319,40.084088,36.93234
,,,61.50457,49.984925,59.4215,45.090381,35.673936,40.182528,37.730714,48.911685,37.962746,40.480208,37.295381
,,,61.888233,52.292819,59.540772,47.199299,35.253224,40.246291,38.632605,50.839959,38.249723,40.480208,37.295381
,,,62.485041,52.292819,59.47451,49.444906,34.532003,39.863712,40.035547,51.804096,38.823676,40.480208,36.20626
,,,64.424669,52.860916,58.662802,52.042,33.810783,39.194199,40.16081,51.528628,38.823676,40.480208,34.857825
,,,66.5508,55.204317,56.923428,54.912472,34.091258,38.792491,39.952039,51.428458,38.823676,39.952048,33.690909
,,,68.229324,56.97962,55.531928,58.090494,36.370113,39.251586,39.217165,52.430159,39.561617,39.027767,32.783309
,,,70.047725,57.689741,55.134357,60.560218,38.903946,41.674585,38.100537,53.04231,40.545538,38.103487,31.573174
,,,71.642323,59.21143,54.272953,62.859081,41.362651,43.236782,38.100537,53.04231,40.129264,36.69506,30.0
,,,72.985142,60.496411,51.72187,65.104688,43.285905,43.784565,38.315273,52.029479,38.433892,35.497896,30.54456
,,,74.999371,60.259704,49.286747,67.447931,43.706617,43.86884,39.066849,49.975992,36.539844,33.948626,32.460606
,,,76.845748,58.981486,47.825672,69.322525,43.472888,43.807038,40.892106,48.623696,35.924894,32.188092,33.67074
,,,78.244518,58.235858,48.356972,70.757761,44.501295,45.012162,43.195638,48.483458,35.701275,31.886286,34.23547
,,,80.062919,58.058328,49.537638,71.099483,46.114024,44.610454,45.327381,48.869113,35.231677,31.584481,34.59851
,,,82.04118,55.826518,51.161054,71.099483,46.114024,41.898927,46.730323,49.695516,35.075144,31.735384,33.590065
,,,83.599809,53.878757,52.970003,70.904213,46.464617,39.723009,46.587165,51.003988,34.574239,32.414447,32.58162
,,,84.439071,52.387502,52.691703,69.342052,45.997159,39.053496,45.942957,52.643021,34.80382,31.735384,32.94466
,,,84.896851,49.66537,52.691703,68.658606,44.828515,37.937641,46.243588,53.157227,35.033402,30.26408,33.3077
,,,85.914138,48.921434,54.639802,68.951511,43.426143,35.817517,46.844849,52.239001,35.54996,30.0,34.215301
,,,86.626239,49.408374,55.474702,70.611308,40.761634,33.900275,46.018115,51.577879,36.410891,30.0,35.727969
,,,86.359201,49.514892,55.057252,72.388267,40.200685,32.31779,43.817071,51.406477,36.656871,30.422528,36.333036
,,,86.499078,50.047483,55.355431,73.09124,40.668143,31.246569,42.367602,51.896197,37.476806,31.599571,37.240636
,,,87.729996,51.645256,55.653609,73.384145,40.083821,30.621691,40.86445,51.528907,37.763783,31.825925,38.511277
,,,88.641195,54.663272,56.697234,72.700699,39.032041,30.685454,39.52235,51.061446,37.907271,32.05228,39.076007
,,,89.440492,56.083514,57.740858,71.504669,38.856745,31.259322,39.307614,51.450997,38.091756,33.229322,39.882763
,,,90.0,56.083514,58.635393,70.308639,38.681448,30.876743,38.806563,51.940717,37.376177,33.953656,40.03403
,,,,56.083514,58.960679,68.258302,37.679753,30.20723,38.520249,53.092673,35.615182,34.159433,39.882763
,,,,56.575137,58.093251,66.378826,37.905135,31.2115,38.233934,54.45123,33.462855,35.225357,40.185296
,,,,57.066759,56.229636,66.094057,38.664753,33.554795,36.830992,55.759702,31.740994,36.651389,41.092897
,,,,57.066759,54.664199,64.78412,37.846703,34.67065,36.358572,57.068173,30.880063,38.122693,41.637457
,,,,55.646517,53.829299,62.221198,36.794923,34.447479,36.788045,57.72554,31.618003,39.233887,40.911377
,,,,53.374128,52.57695,61.19603,36.794923,33.44321,37.088675,57.900837,32.929898,38.986955,40.548337
,,,,51.338447,51.264965,60.785963,37.751086,32.152006,37.890356,57.900837,33.15948,38.131838,40.548337
,,,,49.241899,48.804993,59.816712,38.707249,31.362937,38.391407,59.186353,32.470735,37.638889,40.289022
,,,,49.181031,46.195931,57.719777,38.707249,30.573868,37.708156,61.849208,32.987293,37.321993,39.303627
,,,,50.45925,44.734857,55.708869,38.473521,30.0,36.857888,62.583789,34.192597,37.638889,38.742565
,,,,51.18966,45.808299,54.552269,37.81908,31.052092,36.857888,61.941031,34.536969,37.955785,39.815184
,,,,51.493998,47.821004,53.868823,37.924258,33.395387,37.926796,62.905168,33.676038,38.351905,40.924474
,,,,53.015686,49.038566,52.936852,38.029436,34.622828,39.997806,63.226547,32.241153,40.01561,41.126163
,,,,54.963448,50.986665,51.594813,37.608724,35.850268,40.866294,62.10172,31.093246,41.05684,42.134608
,,,,56.454702,52.239014,51.184745,38.134614,37.356672,40.565663,62.996991,31.093246,41.622726,43.506093
,,,,58.585066,53.282639,51.184745,37.81908,38.145741,40.565663,64.374329,30.929259,41.622726,45.079268
,,,,60.833784,55.996063,51.477651,36.977656,38.834383,41.567765,65.017087,30.0,41.226606,47.114493
,,,,61.780612,59.156754,52.180623,36.556945,39.236091,42.569866,65.274191,30.904412,42.301789,48.302625
,,,,62.691024,62.317445,53.103275,37.188012,38.432675,42.569866,64.245778,33.033259,42.452692,49.391746
,,,,64.548264,65.030869,54.128444,37.188012,38.131394,42.870497,63.217365,34.927307,42.87522,51.206947
,,,,65.684458,67.565386,56.007919,35.234708,37.62926,42.870497,63.795847,36.936146,43.3732,52.901135
,,,,67.388749,69.752028,57.887395,35.034369,38.059661,42.569866,63.883496,38.944985,43.871179,54.918026
,,,,69.377089,71.752308,59.278695,35.735555,40.498601,43.214074,63.392662,40.150288,45.217988,56.934916
,,,,70.797332,73.891738,60.567478,35.314843,41.904578,44.931963,62.81418,41.642568,45.181977,58.317927
,,,,72.217574,75.144088,59.952377,35.420021,42.975799,46.220379,61.528664,42.790476,45.806166,59.873813
,,,,74.525468,76.953037,60.464962,34.443369,44.850435,46.435115,60.82163,41.642568,47.54155,60.911071
,,,,77.898545,79.596886,62.412782,33.241335,46.725072,46.435115,59.793217,40.150288,49.452987,60.867852
,,,,79.673848,81.371047,64.287376,33.541843,48.255387,46.268098,57.923376,39.805915,50.1572,59.787375
,,,,,81.89286,65.068456,34.115541,49.517897,46.745289,55.539327,39.067975,49.805094,59.17445
,,,,,81.89286,63.911856,36.191781,50.206539,48.033705,55.208766,37.985662,49.754793,58.561525
,,,,,83.383752,64.668904,38.220213,50.493473,48.814564,56.677927,37.641289,49.352385,56.422181
,,,,,83.622295,67.265997,39.647628,51.832499,49.452265,56.677927,37.88727,50.056598,54.362625
,,,,,83.41357,67.949443,41.25034,54.175795,50.454366,57.106433,38.707204,51.729106,53.664471
,,,,,84.039744,67.778581,40.689391,56.040866,50.579629,59.141833,40.019098,52.838242,53.664471
,,,,,84.665919,69.316334,39.126747,57.188603,49.989105,60.588039,41.330993,53.551259,54.027511
,,,,,85.94146,70.854087,39.878018,58.814563,49.130161,61.712866,43.244173,53.947379,54.188862
,,,,,86.173377,72.505748,40.629289,60.308092,48.485952,63.182027,45.157352,53.947379,53.987173
,,,,,86.173377,75.10935,41.230306,61.132108,48.700689,64.77974,45.731306,53.268316,53.987173
,,,,,86.869126,76.801692,42.43234,62.303756,48.748408,65.826517,45.977286,52.589252,53.822155
,,,,,88.260626,77.029507,43.15356,61.801621,48.882021,66.377453,46.414585,52.589252,53.657137
,,,,,88.434563,77.908223,44.626051,60.797351,49.865903,66.867173,45.744972,52.413199,54.43508
,,,,,88.956375,79.665655,45.677831,61.199059,50.76389,67.256724,44.1461,52.237146,54.123903
,,,,,90.0,81.056955,45.677831,61.600767,51.730202,68.396158,43.65414,51.841025,53.942383
,,,,,,81.159472,45.91156,62.002475,52.10599,69.681675,43.162179,51.048785,54.07204
,,,,,,81.979607,45.619399,62.627353,52.030832,71.230137,41.276331,50.124505,52.204976
,,,,,,84.088525,45.667207,62.448817,52.832513,72.842876,39.171833,50.124505,50.389774
,,,,,,86.431767,46.240905,63.194845,52.732303,71.943014,38.461223,50.124505,50.268761
,,,,,,88.579739,46.766795,65.681608,53.258407,70.01474,39.281158,50.547033,51.651771
,,,,,,89.263185,46.992176,67.568417,54.385771,69.757637,39.855112,51.724076,52.689029
,,,,,,,48.09404,69.678397,54.385771,69.179155,39.281158,53.00675,53.402144
,,,,,,,49.262684,72.153567,53.216652,66.987934,38.953184,54.742134,53.855944
,,,,,,,49.028955,73.979511,51.546483,65.76085,39.543537,55.817317,53.855944
,,,,,,,50.431328,75.179417,50.401224,65.118092,40.461863,56.069394,54.461012
,,,,,,,51.833701,76.805378,49.255966,63.029129,40.461863,56.151705,55.325393
,,,,,,,,78.367574,48.587898,62.225681,39.731376,56.378059,56.362651
,,,,,,,,79.138529,48.587898,64.025404,38.713912,56.061163,57.140594
,,,,,,,,79.686312,49.438166,65.664437,36.896392,55.216106,57.503635
,,,,,,,,81.192716,48.918895,66.53216,36.513756,55.638635,58.36173
,,,,,,,,83.559923,47.931109,67.560573,37.374686,57.268386,59.219825
,,,,,,,,84.420725,49.047737,68.974641,38.131262,57.268386,59.945906
,,,,,,,,84.133791,50.250258,70.973034,38.35488,56.362969,60.671986
,,,,,,,,84.962712,51.195097,72.475585,38.35488,57.192935,60.308946
,,,,,,,,85.409054,52.08983,71.251284,38.35488,58.022901,58.977798
,,,,,,,,85.74381,52.640986,70.577919,37.764528,57.796546,59.381176
,,,,,,,,87.035014,52.941617,72.04708,37.850621,57.400426,59.970729
,,,,,,,,87.991461,52.440566,72.304183,37.247969,57.683369,59.716855
,,,,,,,,89.330487,51.037624,70.954391,35.640898,58.136078,58.585301
,,,,,,,,90.0,50.350469,69.990254,34.722572,57.909724,56.078594
,,,,,,,,,50.565205,69.714786,34.952154,57.117483,53.860015
,,,,,,,,,50.398188,69.824973,36.214852,56.501296,51.943969
,,,,,,,,,51.133062,70.210628,37.641538,57.46959,49.500428
,,,,,,,,,52.536004,69.889249,39.240409,57.582767,47.964489
,,,,,,,,,54.239577,69.782123,40.10134,57.960024,48.569556
,,,,,,,,,56.515779,70.38203,40.10134,59.544505,49.314254
,,,,,,,,,57.452809,71.043153,40.34732,60.952932,49.94894
,,,,,,,,,57.817209,71.532873,40.784619,61.305039,51.654129
,,,,,,,,,58.151243,71.104368,41.549891,61.003233,54.225664
,,,,,,,,,58.735802,70.675863,43.415241,59.909187,56.676186
,,,,,,,,,59.487378,70.890115,45.444578,57.638098,58.854427
,,,,,,,,,59.624028,70.890115,46.612984,55.555638,61.240121
,,,,,,,,,60.261729,70.247357,47.90438,54.423866,62.536693
,,,,,,,,,60.386992,69.818852,49.109683,55.612227,63.14176
,,,,,,,,,60.76278,69.818852,49.798428,58.09698,64.654428
,,,,,,,,,61.814987,70.981938,51.175917,60.344062,64.863874
,,,,,,,,,62.759825,72.744932,52.782988,61.068396,62.804319
,,,,,,,,,63.704664,72.744932,52.782988,61.018095,61.183603
,,,,,,,,,64.005294,71.482788,52.209034,60.798028,59.627716
,,,,,,,,,64.005294,69.449336,51.635081,60.930068,58.331144
,,,,,,,,,63.704664,67.006855,51.405499,62.137292,58.07183
,,,,,,,,,63.905084,66.492648,52.610802,62.992408,57.358715
,,,,,,,,,63.504243,67.263958,54.332664,62.217773,57.91336
,,,,,,,,,62.101301,67.906716,55.193595,60.870965,60.131939
,,,,,,,,,61.600251,68.274007,54.849222,60.650898,61.94714
,,,,,,,,,61.600251,67.998539,54.50485,60.826951,63.330151
,,,,,,,,,61.600251,68.641297,53.816105,60.298791,64.603149
,,,,,,,,,61.0992,69.766124,53.283894,59.770631,64.896515
,,,,,,,,,60.598149,70.633847,54.223091,59.770631,65.519918
,,,,,,,,,,71.66226,55.197073,59.626587,66.950076
,,,,,,,,,,71.340881,55.818857,59.482543,67.555143
,,,,,,,,,,69.850851,56.495302,58.954383,68.765278
,,,,,,,,,,70.702296,56.741283,57.545956,69.521611
,,,,,,,,,,70.63343,56.608832,55.369296,67.857677
,,,,,,,,,,68.415914,56.476381,53.846548,66.284502
,,,,,,,,,,66.680467,57.050335,52.941131,65.921462
,,,,,,,,,,66.542734,56.285063,51.469827,66.829063
,,,,,,,,,,67.644605,53.797929,50.149427,68.099704
,,,,,,,,,,67.534417,52.458703,49.79732,69.240687
,,,,,,,,,,66.827384,51.037484,50.652436,70.381671
,,,,,,,,,,67.148763,48.946652,51.507553,70.744711
,,,,,,,,,,67.309452,46.989991,52.211766,71.652312
,,,,,,,,,,67.984348,46.324726,53.268087,72.300598
,,,,,,,,,,69.141313,47.985093,54.588487,72.041284
,,,,,,,,,,69.623381,49.684593,55.258845,71.133683
,,,,,,,,,,69.579557,50.154192,55.665122,69.80719
,,,,,,,,,,69.329132,50.400172,56.827074,69.647612
,,,,,,,,,,70.086668,50.83747,57.856987,69.180846
,,,,,,,,,,70.247357,51.889719,58.479461,67.849698
,,,,,,,,,,70.408047,52.99663,58.705816,66.33703
,,,,,,,,,,71.532873,52.553866,57.755127,65.227741
,,,,,,,,,,72.451099,51.673803,56.578084,63.815917
,,,,,,,,,,72.340912,51.826857,57.231997,62.242743
,,,,,,,,,,71.312499,51.433289,59.209212,62.242743
,,,,,,,,,,69.512777,51.269302,60.30616,63.21085
,,,,,,,,,,68.355812,51.154511,61.256849,64.723518
,,,,,,,,,,68.180514,49.727826,61.890641,66.538719
,,,,,,,,,,67.479324,48.033295,61.177625,68.224263
,,,,,,,,,,65.796466,47.209156,60.253344,69.607274
,,,,,,,,,,65.190437,46.997235,60.157315,69.434398
,,,,,,,,,,65.52712,47.390803,60.589446,69.261521
,,,,,,,,,,66.139271,48.702698,59.797206,69.503548
,,,,,,,,,,66.322916,48.415721,59.321862,68.881193
,,,,,,,,,,64.716021,47.210418,58.506986,69.075679
,,,,,,,,,,64.137538,47.64871,56.424526,68.319345
,,,,,,,,,,64.523193,49.579282,54.285477,66.02009
,,,,,,,,,,65.900532,50.859641,53.493237,65.536037
,,,,,,,,,,67.277871,50.746111,55.021129,66.342793
,,,,,,,,,,67.553338,50.500131,56.1529,66.544482
,,,,,,,,,,67.828806,49.811386,56.1529,66.7095
,,,,,,,,,,68.310875,48.460387,56.1529,67.133833
,,,,,,,,,,69.435701,47.930584,56.549021,67.393147
,,,,,,,,,,70.604352,48.636988,56.1529,67.652462
,,,,,,,,,,71.130245,49.210942,55.88882,67.911776
,,,,,,,,,,71.405713,49.948883,56.190626,67.652462
,,,,,,,,,,71.295526,49.825893,56.643335,66.667067
,,,,,,,,,,71.124124,48.964962,57.850558,64.579585
,,,,,,,,,,71.338377,49.998079,58.774839,62.440241
,,,,,,,,,,71.124124,51.222514,59.699119,61.05723
,,,,,,,,,,71.552629,51.413832,59.347012,61.541284
,,,,,,,,,,72.838145,51.413832,58.070625,62.630405
,,,,,,,,,,74.76642,50.725087,56.618184,61.475277
,,,,,,,,,,75.776468,49.462389,56.090024,59.311703
,,,,,,,,,,75.501,49.749366,56.442131,58.043944
,,,,,,,,,,75.501,50.364316,57.058318,58.69223
,,,,,,,,,,75.715253,50.462709,58.378719,60.896403
,,,,,,,,,,74.965369,51.151453,59.33901,63.201421
,,,,,,,,,,74.965369,52.643733,60.13679,64.411555
,,,,,,,,,,76.455399,54.365595,60.50244,64.613244
,,,,,,,,,,76.981292,54.365595,60.10632,64.613244
,,,,,,,,,,77.722936,53.791641,59.710199,64.613244
,,,,,,,,,,79.691663,52.56174,60.23836,64.613244
,,,,,,,,,,81.561505,51.331839,61.29468,65.218311
,,,,,,,,,,82.975572,50.987466,61.29468,67.184779
,,,,,,,,,,84.848753,49.905153,59.974279,69.151247
,,,,,,,,,,87.39683,49.855957,58.653879,69.151247
,,,,,,,,,,88.457381,50.544702,57.899364,67.768237
,,,,,,,,,,89.035863,50.831679,57.446656,68.286866
,,,,,,,,,,90.0,50.544702,57.220301,70.078493
,,,,,,,,,,,49.109817,56.692141,70.936588
,,,,,,,,,,,47.215769,56.956221,72.077572
,,,,,,,,,,,46.920593,57.220301,72.653826
,,,,,,,,,,,47.658534,56.692141,73.057204
,,,,,,,,,,,47.314161,57.572408,72.365699
,,,,,,,,,,,47.256766,57.924515,71.069127
,,,,,,,,,,,47.352425,56.340034,70.464059
,,,,,,,,,,,46.12799,55.917506,69.599678
,,,,,,,,,,,45.094873,57.271517,69.703404
,,,,,,,,,,,45.525338,57.765381,70.066444
,,,,,,,,,,,45.955804,56.818808,69.2885
,,,,,,,,,,,45.525338,57.049278,68.147517
,,,,,,,,,,,44.664408,57.823913,66.776031
,,,,,,,,,,,43.88957,58.4401,65.404546
,,,,,,,,,,,43.25822,59.23234,64.263562
,,,,,,,,,,,43.709184,59.458694,64.090686
,,,,,,,,,,,45.021079,59.685049,64.695753
,,,,,,,,,,,45.786351,60.364112,64.332713
,,,,,,,,,,,46.551623,61.571335,63.55078
,,,,,,,,,,,46.781204,60.911135,63.585688
,,,,,,,,,,,47.297763,59.290644,64.558117
,,,,,,,,,,,49.56749,58.541616,65.076746
,,,,,,,,,,,51.406751,58.22472,65.681813
,,,,,,,,,,,52.575157,58.75288,66.64992
,,,,,,,,,,,53.743563,60.337361,66.407893
,,,,,,,,,,,55.034959,61.789802,65.543512
,,,,,,,,,,,56.182867,61.959567,65.543512
,,,,,,,,,,,57.565574,61.416317,64.441425
,,,,,,,,,,,59.130903,61.275474,62.878335
,,,,,,,,,,,60.79256,62.130591,61.898703
,,,,,,,,,,,62.558572,62.66561,61.120759
,,,,,,,,,,,63.378506,62.295212,61.4838
,,,,,,,,,,,64.054952,62.212901,62.048529
,,,,,,,,,,,65.346348,61.677882,62.855285
,,,,,,,,,,,66.637744,60.998819,63.097312
,,,,,,,,,,,67.31419,61.677882,61.956328
,,,,,,,,,,,68.134124,62.753065,61.343403
,,,,,,,,,,,67.847147,62.268918,61.871462
,,,,,,,,,,,67.56017,61.162297,61.975187
,,,,,,,,,,,68.708078,61.464103,61.110806
,,,,,,,,,,,69.712497,61.3132,60.505739
,,,,,,,,,,,70.388943,60.860491,61.283682
,,,,,,,,,,,70.634923,61.086846,62.32094
,,,,,,,,,,,71.372864,61.615006,62.217214
,,,,,,,,,,,72.110805,62.143166,61.854174
,,,,,,,,,,,72.110805,62.935406,62.217214
,,,,,,,,,,,72.110805,63.551593,62.378566
,,,,,,,,,,,,63.601894,61.450796
,,,,,,,,,,,,64.224369,60.724715
,,,,,,,,,,,,65.571177,60.724715
,,,,,,,,,,,,66.521866,60.889734
,,,,,,,,,,,,66.521866,60.853063
,,,,,,,,,,,,66.295511,60.816392
,,,,,,,,,,,,65.012836,61.586478
,,,,,,,,,,,,63.164276,63.522692
,,,,,,,,,,,,61.975915,66.063974
,,,,,,,,,,,,61.579795,67.727909
,,,,,,,,,,,,62.107955,68.959653
,,,,,,,,,,,,62.636115,70.342663
,,,,,,,,,,,,62.319219,71.401531
,,,,,,,,,,,,62.794564,72.218371
,,,,,,,,,,,,64.114964,72.379722
,,,,,,,,,,,,65.322187,71.40009
,,,,,,,,,,,,66.529411,69.797055
,,,,,,,,,,,,66.265331,69.335004
,,,,,,,,,,,,65.156194,69.43873
,,,,,,,,,,,,64.047058,69.179415
,,,,,,,,,,,,62.401636,69.179415
,,,,,,,,,,,,61.231558,69.43873
,,,,,,,,,,,,61.593725,70.475987
,,,,,,,,,,,,61.638995,70.475987
,,,,,,,,,,,,61.533363,68.48791
,,,,,,,,,,,,61.341305,66.188655
,,,,,,,,,,,,60.621087,64.645734
,,,,,,,,,,,,60.304191,63.586866
,,,,,,,,,,,,60.304191,62.981799
,,,,,,,,,,,,61.501354,63.435599
,,,,,,,,,,,,62.381621,64.25244
,,,,,,,,,,,,62.557674,65.220547
,,,,,,,,,,,,62.507373,64.529042
,,,,,,,,,,,,63.073259,62.86943
,,,,,,,,,,,,64.39366,61.209817
,,,,,,,,,,,,64.695465,60.691188
,,,,,,,,,,,,64.293058,62.679266
,,,,,,,,,,,,65.248776,64.61548
,,,,,,,,,,,,67.568909,64.43396
,,,,,,,,,,,,68.229109,63.361341
,,,,,,,,,,,,67.172788,62.418379
,,,,,,,,,,,,67.323691,61.381122
,,,,,,,,,,,,68.530915,61.121807
,,,,,,,,,,,,69.059075,59.865129
,,,,,,,,,,,,68.832721,58.003384
,,,,,,,,,,,,68.28947,57.035277
,,,,,,,,,,,,67.092307,56.873926
,,,,,,,,,,,,66.438394,58.08406
,,,,,,,,,,,,66.136588,60.302639
,,,,,,,,,,,,66.136588,61.058973
,,,,,,,,,,,,66.891103,60.403484
,,,,,,,,,,,,67.909698,59.747994
,,,,,,,,,,,,68.701938,59.657234
,,,,,,,,,,,,68.701938,58.931154
,,,,,,,,,,,,67.909698,58.749634
,,,,,,,,,,,,68.173778,60.66568
,,,,,,,,,,,,70.238404,61.674125
,,,,,,,,,,,,71.77487,62.16918
,,,,,,,,,,,,72.699151,62.499216
,,,,,,,,,,,,73.095271,62.074884
,,,,,,,,,,,,73.239314,61.815569
,,,,,,,,,,,,73.157004,61.556255
,,,,,,,,,,,,72.402489,61.556255
,,,,,,,,,,,,71.346169,63.025703
,,,,,,,,,,,,69.521615,65.013781
,,,,,,,,,,,,67.697062,65.186657
,,,,,,,,,,,,67.344955,65.307671
,,,,,,,,,,,,66.728768,65.832062
,,,,,,,,,,,,65.619632,65.832062
,,,,,,,,,,,,66.57032,66.23544
,,,,,,,,,,,,69.070278,65.075728
,,,,,,,,,,,,71.094892,64.319394
,,,,,,,,,,,,72.113487,64.319394
,,,,,,,,,,,,72.868002,63.351287
,,,,,,,,,,,,73.924322,62.080646
,,,,,,,,,,,,73.924322,61.778113
,,,,,,,,,,,,73.396162,62.020139
,,,,,,,,,,,,73.169808,62.262166
,,,,,,,,,,,,72.943453,62.08929
,,,,,,,,,,,,72.151213,61.765147
,,,,,,,,,,,,70.170612,62.672747
,,,,,,,,,,,,69.510412,62.118103
,,,,,,,,,,,,69.510412,62.561818
,,,,,,,,,,,,68.303188,63.650939
,,,,,,,,,,,,66.990333,62.924859
,,,,,,,,,,,,67.364847,63.166886
,,,,,,,,,,,,69.323841,63.512638
,,,,,,,,,,,,70.670649,63.418342
,,,,,,,,,,,,71.700562,62.805417
,,,,,,,,,,,,71.806194,61.119873
,,,,,,,,,,,,71.59493,59.304672
,,,,,,,,,,,,71.685472,57.48947
,,,,,,,,,,,,71.062997,56.58187
,,,,,,,,,,,,70.138717,57.186937
,,,,,,,,,,,,69.29366,57.01406
,,,,,,,,,,,,68.026076,56.962197
,,,,,,,,,,,,67.70918,57.853296
,,,,,,,,,,,,68.342972,58.925915
,,,,,,,,,,,,68.487016,60.196556
,,,,,,,,,,,,69.15922,60.559596
,,,,,,,,,,,,69.913734,60.559596
,,,,,,,,,,,,69.083768,61.648717
,,,,,,,,,,,,67.631327,63.463919
,,,,,,,,,,,,67.235207,64.32963
,,,,,,,,,,,,67.763368,64.01546
,,,,,,,,,,,,67.895408,63.359971
,,,,,,,,,,,,66.548599,63.460816
,,,,,,,,,,,,66.654231,64.973483
,,,,,,,,,,,,67.710552,67.393752
,,,,,,,,,,,,68.344344,68.603886
,,,,,,,,,,,,69.295032,68.966926
,,,,,,,,,,,,70.404169,67.877806
,,,,,,,,,,,,71.724569,65.129072
,,,,,,,,,,,,71.935833,63.054556
,,,,,,,,,,,,72.569626,62.276613
,,,,,,,,,,,,73.520314,62.88168
,,,,,,,,,,,,73.520314,63.123707
,,,,,,,,,,,,74.652086,62.760667
,,,,,,,,,,,,76.010212,63.365734
,,,,,,,,,,,,76.632687,63.365734
,,,,,,,,,,,,77.255161,61.982723
,,,,,,,,,,,,78.613287,60.945465
,,,,,,,,,,,,79.745059,61.775272
,,,,,,,,,,,,79.518705,62.501352
,,,,,,,,,,,,79.609247,61.878997
,,,,,,,,,,,,80.243039,62.22475
,,,,,,,,,,,,80.243039,62.829817
,,,,,,,,,,,,79.80426,62.829817
,,,,,,,,,,,,79.682377,62.570503
,,,,,,,,,,,,80.633065,61.101054
,,,,,,,,,,,,,59.527879
,,,,,,,,,,,,,60.319967
,,,,,,,,,,,,,62.080162
,,,,,,,,,,,,,63.981802
,,,,,,,,,,,,,65.537689
,,,,,,,,,,,,,65.537689
,,,,,,,,,,,,,64.673307
,,,,,,,,,,,,,64.327555
,,,,,,,,,,,,,64.949909
,,,,,,,,,,,,,65.918017
,,,,,,,,,,,,,65.615483
,,,,,,,,,,,,,64.102815
,,,,,,,,,,,,,62.892681
,,,,,,,,,,,,,62.287614
,,,,,,,,,,,,,62.287614
,,,,,,,,,,,,,62.287614
,,,,,,,,,,,,,61.682547
,,,,,,,,,,,,,61.682547
,,,,,,,,,,,,,62.287614
,,,,,,,,,,,,,61.682547
,,,,,,,,,,,,,61.07748
,,,,,,,,,,,,,61.985081
,,,,,,,,,,,,,62.892681
,,,,,,,,,,,,,62.114738
,,,,,,,,,,,,,62.546929
,,,,,,,,,,,,,64.120103
,,,,,,,,,,,,,65.08821
,,,,,,,,,,,,,66.782398
,,,,,,,,,,,,,67.612205
,,,,,,,,,,,,,67.71593
,,,,,,,,,,,,,67.473904
,,,,,,,,,,,,,66.609522
,,,,,,,,,,,,,65.896407
,,,,,,,,,,,,,65.122277
,,,,,,,,,,,,,65.061262
,,,,,,,,,,,,,65.522266
,,,,,,,,,,,,,66.934089
,,,,,,,,,,,,,68.598023
,,,,,,,,,,,,,68.598023
,,,,,,,,,,,,,68.144223
,,,,,,,,,,,,,68.598023
,,,,,,,,,,,,,69.216842
,,,,,,,,,,,,,68.776793
,,,,,,,,,,,,,67.808686
,,,,,,,,,,,,,67.445646
,,,,,,,,,,,,,68.534766
,,,,,,,,,,,,,69.260847
,,,,,,,,,,,,,67.808686
,,,,,,,,,,,,,67.929699
,,,,,,,,,,,,,68.36189
,,,,,,,,,,,,,68.36189
,,,,,,,,,,,,,69.744901
,,,,,,,,,,,,,70.609282
,,,,,,,,,,,,,70.868597
,,,,,,,,,,,,,70.868597
,,,,,,,,,,,,,71.322397
,,,,,,,,,,,,,71.776197
,,,,,,,,,,,,,71.776197
,,,,,,,,,,,,,70.767752
,,,,,,,,,,,,,70.018621
,,,,,,,,,,,,,70.479625
,,,,,,,,,,,,,70.318274
,,,,,,,,,,,,,69.17729
,,,,,,,,,,,,,69.004414
,,,,,,,,,,,,,70.698602
,,,,,,,,,,,,,72.090256
,,,,,,,,,,,,,72.392789
,,,,,,,,,,,,,72.594479
,,,,,,,,,,,,,73.159208
,,,,,,,,,,,,,73.824782
